category,topic,question,answer,keywords,priority
faq_general,"Insomnia Treatment","Bisa ngatasi insomnia dengan hipnoterapi?","Ya, hipnoterapi sangat efektif untuk insomnia! SUCCESS RATE: 70-80% klien mengalami significant improvement dalam 4-6 sesi. CARA KERJA: (1) Identifikasi root cause (stress, anxiety, trauma, bad sleep hygiene), (2) Subconscious reprogramming untuk asosiasi positif dengan sleep, (3) Teaching self-hypnosis for sleep onset, (4) Anchoring relaxation response, (5) Sleep hygiene education. RESEARCH: Stanford study menunjukkan 80% chronic insomnia patients tidur lebih cepat dan nyenyak setelah 6 sesi hipnoterapi. BONUS: Audio self-hypnosis diberikan untuk didengar setiap malam. Hasil bertahan long-term karena mengajarkan skill, bukan dependency pada obat.","insomnia,susah tidur,sleep disorder,gangguan tidur",9
faq_general,"Weight Loss","Apakah hipnoterapi efektif untuk diet dan turun berat badan?","Ya, hipnoterapi adalah adjunct therapy yang powerful untuk weight loss! SUCCESS RATE: 60-75% klien lose 5-15kg dalam 3-6 bulan dengan hypnotherapy + diet + exercise. CARA KERJA: (1) Address emotional eating & stress eating, (2) Reprogram relationship dengan food, (3) Increase motivation untuk exercise, (4) Install healthy eating habits di subconscious, (5) Manage cravings & portion control, (6) Boost self-esteem & body image. TIDAK BISA: Hipnoterapi TIDAK bisa menurunkan berat badan tanpa perubahan diet & aktivitas fisik - ini bukan magic! BEST RESULTS: Kombinasi dengan nutritionist + exercise program. Average weight loss: 1-2kg per minggu secara sustainable.","weight loss,diet,turun berat badan,obesitas,kurus",8
faq_general,"Pain Management","Bisa hipnosis untuk mengurangi nyeri kronis?","Ya! Hipnoterapi adalah salah satu metode pain management paling efektif tanpa obat. EVIDENCE: (1) Clinical trials menunjukkan 50-80% reduction dalam chronic pain, (2) Efektif untuk: migraine, fibromyalgia, arthritis, back pain, cancer pain, (3) AMA (American Medical Association) officially approved hypnosis untuk pain management sejak 1958. CARA KERJA: (1) Gate control theory - hipnosis 'close the gate' untuk pain signals, (2) Endorphin release, (3) Dissociation dari pain, (4) Reframing pain sensation. TIDAK REPLACE: Medical treatment untuk underlying condition, tapi reduce need for pain medication hingga 50%. Session 6-10 kali untuk chronic pain, maintenance monthly.","pain,nyeri,chronic pain,pain management",9
faq_general,"Trauma Healing","Berapa lama proses penyembuhan trauma dengan hipnoterapi?","Timeline trauma healing bervariasi tergantung severity: (1) Single incident trauma (accident, assault): 6-10 sesi, 2-3 bulan, (2) Complex trauma (childhood abuse, long-term): 15-30 sesi, 6-12 bulan, (3) PTSD dengan flashbacks: 12-20 sesi, 4-6 bulan, (4) Developmental trauma: 20-40 sesi, 9-18 bulan. METODE: Regression therapy, reprocessing traumatic memories, parts therapy, ego strengthening, resource building. PROGRESS: Biasanya symptom reduction 30-40% setelah 5 sesi, 60-70% setelah 10 sesi. PENTING: Trauma healing is not linear - ada ups and downs. Butuh patience dan commitment. Dikombinasi dengan EMDR atau somatic therapy untuk hasil optimal.","trauma,PTSD,healing,traumatic,penyembuhan",9
faq_general,"Referral Discount","Apakah ada program referral?","Ya! Program referral Albashiro: (1) REFERRER: Dapatkan diskon 20% untuk sesi berikutnya setiap kali refer teman yang book sesi, (2) REFEREE: Teman yang direferral dapat diskon 10% untuk first session, (3) UNLIMITED: Tidak ada limit berapa banyak orang yang bisa Anda refer, (4) STACK: Diskon bisa diakumulasi hingga 50% off untuk satu sesi, (5) SHARING: Bonus sesi gratis setiap 5 referral yang successfully book. CARA: Minta referral code dari terapis atau admin, share ke teman, mereka mention code saat booking. Win-win solution untuk spread mental health awareness!","referral,diskon,discount,program,promo",8
faq_general,"Emergency Session","Apakah tersedia sesi darurat untuk kasus urgent?","Ya, kami provide emergency session untuk urgent cases: (1) CRITERIA: Severe panic attack, acute trauma response, suicidal ideation (as adjunct to psychiatric care), severe anxiety crisis, (2) AVAILABILITY: Same-day atau next-day appointment jika ada slot, (3) BIAYA: Emergency surcharge 50% dari regular rate, (4) DURASI: 60-90 menit, (5) AKSES: WhatsApp/phone ke admin untuk emergency scheduling. PENTING: Jika psychiatric emergency (active suicidal, psychotic episode), segera ke UGD atau call 119 dulu. Hipnoterapi adalah supportive care, not replacement untuk emergency psychiatric intervention. Kami work closely dengan psychiatrist untuk co-manage emergency cases.","emergency,darurat,urgent,crisis,panic",9
faq_general,"Home Visit Service","Apakah ada layanan home visit?","Ya! Home visit service tersedia dengan conditions: (1) AREA: Jakarta, Bogor, Depok, Tangerang, Bekasi (Jabodetabek), (2) BIAYA: Rp 1.500.000-2.500.000 tergantung distance + transportation, (3) SYARAT: Minimum 90-minute session, private quiet room, stable internet for paperwork, (4) COCOK UNTUK: Mobility issues, agoraphobia, post-surgery patients, elderly, high-profile clients yang butuh privacy, (5) BOOKING: Minimum 3 hari advance notice, subject to therapist availability. BENEFIT: Maximum comfort dan privacy, no travel stress, bisa sesi di environment familiar. Paket 5 home visits dapat diskon 15%.","home visit,visit,rumah,datang ke rumah,mobile",8
faq_general,"Group Therapy","Apakah ada sesi terapi kelompok?","Ya, group hypnotherapy available untuk kondisi tertentu: (1) JENIS: Stress management workshop, smoking cessation group, weight loss support group, anxiety management, (2) SIZE: 5-12 orang per group untuk effectiveness, (3) BIAYA: Rp 250.000-400.000 per person per session (lebih affordable), (4) DURASI: 90-120 menit, typically 4-6 sessions program, (5) STRUKTUR: Psychoeducation + group trance + sharing session. BENEFIT: Cost-effective, peer support, learn from others, normalize experiences. TIDAK COCOK untuk: Severe trauma, deep personal issues, privacy concerns. Schedule: Biasanya monthly workshop, check website untuk upcoming sessions.","group,kelompok,group therapy,workshop",7
faq_general,"Corporate Package","Apakah ada paket untuk karyawan perusahaan?","Ya! Corporate wellness package Albashiro: (1) STRESS MANAGEMENT WORKSHOP: 2-3 jam untuk 20-30 karyawan, Rp 10-15 juta, (2) BURNOUT PREVENTION PROGRAM: 6 sessions, Rp 30 juta untuk 30 karyawan, (3) LEADERSHIP HYPNOSIS: Confidence & public speaking untuk leaders, custom package, (4) PRODUCTIVITY BOOTCAMP: Focus & procrastination program, (5) INDIVIDUAL COUNSELING: Paket 50-100 sesi untuk employee assistance program. BENEFIT: Reduce absenteeism, increase productivity 15-30%, improve workplace morale, retention. CUSTOMIZABLE: Bisa adjust content sesuai industry & company needs. ROI studies show $3-4 return per $1 invested in mental health programs.","corporate,perusahaan,karyawan,workplace,employee",8
conditions,"Generalized Anxiety Disorder","Apa itu GAD dan bisa disembuhin?","Generalized Anxiety Disorder (GAD) adalah kondisi kecemasan berlebihan dan persisten tentang berbagai hal tanpa alasan jelas, berlangsung minimal 6 bulan. SYMPTOMS: Restlessness, mudah lelah, sulit konsentrasi, irritability, muscle tension, sleep disturbance, excessive worry. PREVALENCE: 5-7% populasi, lebih umum pada wanita. TREATMENT: Hipnoterapi menggunakan anxiety reduction techniques: (1) Deep relaxation training, (2) Cognitive restructuring sugesti, (3) Worry management, (4) Mindfulness integration, (5) Self-hypnosis untuk daily practice. SUCCESS RATE: 70-80% significant reduction dalam 8-12 sesi. KOMBINASI: Optimal jika combined dengan CBT techniques dan lifestyle changes. Long-term remission achievable dengan maintenance sessions.","GAD,anxiety,kecemasan,generalized anxiety",9
conditions,"Panic Disorder","Gimana cara ngatasi panic attack dengan hipnoterapi?","Panic Disorder adalah kondisi panic attack recurrent yang unexpected, dengan intense fear dan physical symptoms. SYMPTOMS: Palpitations, sweating, trembling, shortness of breath, chest pain, nausea, dizziness, fear of dying. TREATMENT: (1) Desensitization - exposure dalam kondisi aman, (2) Anchoring calm state untuk interrupt panic, (3) Breathing retraining dengan hypnotic suggestion, (4) Cognitive reframe tentang bodily sensations, (5) Ego strengthening untuk confidence. SUCCESS: 80-85% experience 70%+ reduction dalam panic frequency setelah 6-8 sesi. BONUS: Teaching self-hypnosis technique to abort panic attack onset. Maintenance: Monthly booster sessions jika needed.","panic,panic attack,panik,panic disorder,serangan panik",10
conditions,"Social Anxiety","Fobia sosial parah bisa sembuh total gak?","Social Anxiety Disorder (SAD) adalah ketakutan intense akan judgment sosial dan embarrassment. SEVERITY: Mild (presentasi), Moderate (conversations), Severe (tidak bisa keluar rumah). TREATABLE: Ya! Bahkan severe cases. SUCCESS RATE: 70-80% improvement dengan 10-15 sesi. APPROACH: (1) Graduated exposure dalam trance, (2) Confidence building suggestions, (3) Reframing negative self-perceptions, (4) Social skills visualization, (5) Past success amplification. TIMELINE: Mild: 4-6 sesi, Moderate: 8-12 sesi, Severe: 15-20 sesi. TESTIMONIAL: Klien yang tidak bisa meeting kini jadi public speaker. Dikombinasi dengan behavioral experiments di real life untuk generalization.","social anxiety,fobia sosial,takut orang,social phobia",9
conditions,"OCD Treatment","Hipnoterapi bisa untuk OCD gak?","Ya, hipnoterapi efektif sebagai adjunct treatment untuk OCD (Obsessive-Compulsive Disorder). OCD ADALAH: Intrusive thoughts (obsessions) + repetitive behaviors (compulsions). Common types: Contamination, checking, symmetry, intrusive thoughts. TREATMENT: (1) Subconscious reprocessing obsessive thoughts, (2) Anxiety reduction sehingga compulsions tidak needed, (3) Installing alternative coping mechanisms, (4) Ego strengthening, (5) Visualization of control over compulsions. EFFICACY: 50-60% symptom reduction sebagai standalone, 70-80% jika combined dengan ERP (Exposure Response Prevention) dan SSRI medication. DURASI: 15-25 sesi. REALISTIC: OCD adalah chronic condition - hipnoterapi manage symptoms significantly tapi biasanya not complete cure.","OCD,obsessive compulsive,kompulsif,obsesi",8
conditions,"Health Anxiety","Saya selalu takut sakit parah, bisa dibantu?","Health Anxiety (Hypochondriasis/Illness Anxiety Disorder) adalah ketakutan excessive bahwa Anda memiliki serious illness meskipun medical tests normal. SYMPTOMS: Frequent body checking, excessive medical appointments, googling symptoms, reassurance-seeking. CAUSES: Past trauma, loss of loved one, personality traits. TREATMENT: (1) Reality testing suggestions, (2) Anxiety tolerance building, (3) Distraction & refocusing techniques, (4) Reframe bodily sensations, (5) Trust in body's health. SUCCESS: 65-75% significant improvement dalam 8-12 sesi. APPROACH: Gradual reduction dalam checking behaviors + acceptance suggestions. IMPORTANT: Medical checkup pertama untuk rule out actual medical issues, baru terapi.","health anxiety,takut sakit,hipokondria,hypochondria",8
conditions,"Acrophobia","Takut ketinggian parah bisa hilang total?","Acrophobia (takut ketinggian) adalah salah satu fobia yang PALING treatable dengan hipnoterapi! SUCCESS RATE: 85-90% dalam 3-6 sesi. TREATMENT: (1) Systematic desensitization - visualisasi bertahap dari ketinggian rendah ke tinggi dalam kondisi rileks, (2) Reprocessing past traumatic fall experience jika ada, (3) Installing confidence dan balance, (4) Anchoring calm state, (5) Real-world graduated exposure. TIMELINE: Session 1-2: Visualisasi, Session 3-4: Virtual reality exposure, Session 5-6: Real-world practice dengan therapist. TESTIMONIAL: Klien yang tidak bisa naik tangga kini bisa naik pesawat dan mendaki gunung. Hasil biasanya permanent dengan occasional refresher.","acrophobia,takut ketinggian,height,phobia ketinggian",9
conditions,"Agoraphobia","Takut keluar rumah bisa sembuh dengan hipnosis?","Agoraphobia adalah ketakutan akan tempat/situasi dimana escape sulit atau help tidak available. MANIFESTASI: Takut public transport, open spaces, enclosed spaces, crowds, atau bahkan keluar rumah sendiri. Often co-occurs dengan panic disorder. SEVERITY: 40% agoraphobics menjadi housebound. TREATMENT: (1) Safety building suggestions, (2) Graduated exposure imaginal dulu, lalu in vivo, (3) Reprocessing traumatic panic attacks, (4) Anchoring calm untuk trigger situations, (5) Confidence building. SUCCESS: 70-80% dapat resume normal activities dalam 12-20 sesi. GRADUAL: Mulai dari depan rumah → 10m dari rumah → keliling kompleks → mall → public transport. Butuh patience dan commitment.","agoraphobia,takut keluar,takut tempat ramai,housebound",9
conditions,"Claustrophobia","Takut ruang sempit gimana ngatasinnya?","Claustrophobia (takut ruang tertutup/sempit) sangat umum dan highly treatable. TRIGGERS: Lift, MRI machine, pesawat, kamar kecil, kerumunan. SYMPTOMS: Panic, palpitations, sweating, fear of suffocation saat di confined space. TREATMENT: (1) Desensitization bertahap - visualisasi ruang sempit dalam kondisi deeply relaxed, (2) Reframe 'sempit' as 'cozy' dan 'safe', (3) Breathing control suggestions, (4) Installing eject button mental untuk sense of control. SUCCESS RATE: 80-90% dalam 4-6 sesi. PRACTICE: Homework includes graduated exposure - mulai dari lemari kecil, kemudian lift dengan pintu terbuka, dst. Most clients dapat masuk lift dan pesawat tanpa anxiety setelah 6 sesi.","claustrophobia,takut sempit,takut lift,ruang sempit,elevator",9
conditions,"Trypanophobia","Takut jarum suntik sampai gak bisa vaksin, bisa dibantu?","Trypanophobia (needle phobia) adalah salah satu phobia paling umum, affecting 10% populasi. IMPACT: Menghindari medical care, tidak vaksin, risk kesehatan. TREATMENT: (1) Desensitization - visualisasi jarum dari jauh kemudian dekat, (2) Dissociation technique - mental pergi ke 'happy place' saat disuntik, (3) Pain threshold elevation dengan analgesia suggestions, (4) Reprocessing traumatic injection di masa lalu, (5) Anchoring calm state. SUCCESS: 75-85% dapat injection tanpa significant anxiety dalam 3-5 sesi. QUICK RESULT: Often single session hypnosis sebelum vaksinasi sudah dramatically reduce anxiety. Technique bisa digunakan untuk dental procedures juga.","trypanophobia,takut jarum,needle phobia,suntikan,injection",9
conditions,"Aviophobia","Takut naik pesawat bisa disembuhin?","Aviophobia (fear of flying) mempengaruhi 25% populasi dalam berbagai tingkat. TYPES: Takut crash, takut ketinggian, claustrophobia, loss of control, turbulence. IMPACT: Career limitation, tidak bisa liburan, relationship strain. TREATMENT: (1) Education tentang aviation safety - kognitif reframing, (2) Systematic desensitization - visualisasi tiap tahap flight, (3) Anchoring calm saat turbulence, (4) Hypnotic rehearsal entire flight, (5) In vivo exposure dengan support. SUCCESS: 70-80% dapat terbang comfortably dalam 6-10 sesi. BOOSTER: Session khusus 1-2 hari sebelum flight untuk maximum confidence. Banyak client kemudian enjoy traveling dan naik pesawat jadi routine.","aviophobia,takut terbang,fear of flying,takut pesawat",9
conditions,"Emetophobia","Takut muntah mengganggu hidup saya, bisa dibantu?","Emetophobia (fear of vomiting) adalah salah satu phobia paling debilitating namun underreported. IMPACT: Menghindari makanan, obsessive checking, panic saat nausea, pregnancy avoidance, social withdrawal. PREVALENCE: 0.1-8% population, underdiagnosed karena malu. TREATMENT: (1) Desensitization terhadap nausea sensations dan vomit-related stimuli, (2) Reframing vomiting as natural protective mechanism not catastrophic, (3) Anxiety reduction, (4) Reprocessing traumatic vomiting incident, (5) Exposure imaginal dan eventually graduated in vivo. SUCCESS: 60-70% significant improvement dalam 10-15 sesi. CHALLENGING: Often co-occurs dengan eating disorder dan health anxiety, butuh comprehensive approach.","emetophobia,takut muntah,phobia muntah,vomit fear",8
conditions,"Glossophobia","Public speaking anxiety parah, bisa hipnoterapi?","Glossophobia (public speaking fear) adalah salah satu phobia paling umum - 75% populasi! MANIFESTATIONS: Trembling, sweating, mental blank, panic sebelum/saat presentasi. IMPACT: Career limitation, academic struggles. TREATMENT: (1) Confidence building dan ego strengthening, (2) Visualization successful presentations berulang kali, (3) Anchoring confident state, (4) Reframe audience as supportive not judgemental, (5) Performance anxiety reduction, (6) Hypnotic rehearsal. SUCCESS RATE: 80-90% dalam 5-8 sesi. PRACTICAL: Practice dengan recorded video review + real presentations dengan incremental difficulty. Testimonial: Klien dari tidak bisa presentasi kini jadi trainer dan public speaker.","glossophobia,public speaking,takut bicara,presentation anxiety",9
conditions,"Cynophobia","Anak saya takut anjing parah, bisa terapi?","Cynophobia (dog phobia) sangat umum terutama pada children setelah dog attack atau traumatic encounter. SYMPTOMS: Panic saat lihat/dengar anjing, avoidance, nightmare tentang anjing. TREATMENT CHILDREN: (1) Play therapy dengan stuffed dogs, (2) Storytelling dengan friendly dog characters, (3) Imagination desensitization bertahap, (4) Installing bravery suggestions, (5) Eventually exposure dengan real calm dog. SUCCESS: 80-90% children overcome dog fear dalam 4-8 sesi karena children sangat responsive terhadap imagery. DURATION: 30-45 menit per session untuk anak. Parental involvement penting - jangan reinforce fear dengan overprotection.","cynophobia,takut anjing,dog phobia,anak takut anjing",8
conditions,"Major Depression","Depresi berat bisa diterapi dengan hipnosis?","Major Depressive Disorder (MDD) dapat dibantu dengan hipnoterapi sebagai adjunct treatment. SYMPTOMS: Persistent sadness, anhedonia, fatigue, appetite/sleep changes, worthlessness, suicidal ideation. APPROACH: (1) Ego strengthening untuk rebuild self-esteem, (2) Pleasant imagery dan future pacing untuk hope, (3) Subconscious exploration untuk unresolved issues, (4) Energy & motivation suggestions, (5) Reframe negative cognitions. EFFICACY: 40-60% improvement sebagai standalone, 70-80% jika combined dengan antidepressants dan CBT. LIMITATIONS: Severe depression dengan suicidal risk harus managed by psychiatrist first. TIMELINE: 12-20 sesi, dengan weekly frequency awalnya. Maintenance monthly untuk prevent relapse.","depression,depresi,major depression,depressive disorder",8
conditions,"PTSD Complex","PTSD kompleks dari trauma masa kecil, bisa sembuh?","Complex PTSD (C-PTSD) dari prolonged trauma (abuse, neglect) adalah salah satu kondisi paling challenging tapi treatable. SYMPTOMS: PTSD symptoms + emotional dysregulation, negative self-concept, relationship difficulties. TREATMENT: (1) Phase 1 (Stabilization): Safety, grounding, affect regulation - 5-10 sesi, (2) Phase 2 (Trauma Processing): Regression therapy, abreaction, reprocessing - 10-20 sesi, (3) Phase 3 (Integration): Meaning-making, identity rebuilding - 5-10 sesi. TIMELINE: 20-40 sesi over 9-18 bulan. SUCCESS: 60-70% achieve significant symptom reduction. CAUTION: Not rush - premature trauma processing dapat re-traumatize. Need skilled trauma therapist.","PTSD,complex PTSD,trauma,childhood trauma,abuse",9
islamic,"Hukum Hipnoterapi","Apakah hipnoterapi halal menurut Islam?","Hipnoterapi HALAL dengan syarat tertentu menurut majority ulama kontemporer. DALIL HALAL: (1) Asal terapi adalah mubah selama tidak melanggar syariat, (2) Menjaga kesehatan jiwa adalah wajib - hipnoterapi adalah cara, (3) Tidak ada magic/syirik involved - murni psychological technique. SYARAT HALAL: (1) Niat untuk kesembuhan lillahi ta'ala, (2) Terapis Muslim atau minimal respect Islamic values, (3) Tidak melanggar aurat - perempuan dengan terapis perempuan atau mahram present, (4) Tidak ada unsur syirik/memanggil jin, (5) Sugesti tidak bertentangan dengan akidah. FATWA: MUI beberapa daerah menyatakan halal dengan syarat. PENDAPAT ULAMA: Dr. Aidh al-Qarni mendukung, Sheikh Assim al-Hakeem dengan syarat ketat.","halal,haram,hukum,islamic,syariah",10
islamic,"Dzikir Subhanallah","Bagaimana mengintegrasikan Subhanallah dalam terapi?","Subhanallah (Maha Suci Allah) digunakan pada tahap deepening dan terapi inti untuk ketenangan maksimal. METHOD: (1) Klien dipandu mengucap Subhanallah 33x dengan ritme pernapasan - exhale 'Subhanallah', (2) Fokus pada makna: mensucikan Allah dari segala kekurangan, (3) Merasakan kedamaian karena pasrah pada kesempurnaan Allah, (4) Visualisasi cahaya/kedamaian setiap dzikir. SCIENTIFIC: Studies menunjukkan dzikir menurunkan cortisol 30-40%, meningkatkan alpha waves (relaksasi), aktivasi prefrontal cortex (emotional regulation). SPIRITUAL: Mendekatkan diri kepada Allah, meningkatkan tawakkal. Powerful untuk anxiety dan overthinking karena shift focus dari masalah ke kebesaran Allah.","subhanallah,dzikir,tasbih,islamic therapy",9
islamic,"Dzikir Alhamdulillah","Kapan menggunakan Alhamdulillah dalam sesi?","Alhamdulillah (Segala puji bagi Allah) diintegrasikan untuk gratitude cultivation dan positive reframing. USAGE: (1) Awal sesi: Alhamdulillah untuk nikmat kesempatan terapi, (2) Saat reframing negative situations: Cari hikmah dan ucap Alhamdulillah, (3) Post-therapy: Alhamdulillah untuk progress dan strength, (4) 33x repetition untuk kondisi rileks mendalam. BENEFITS: Neuroplasticity research shows gratitude practice rewires brain untuk positivity, meningkatkan serotonin dan dopamine. SPIRITUAL: Meningkatkan syukur, qanaah, dan ridha terhadap takdir Allah. Effective untuk depression dan negative thinking patterns. Klien yang rutin praktik Alhamdulillah report 50% lebih bahagia dalam 4 minggu.","alhamdulillah,dzikir,gratitude,syukur,praise",9
islamic,"Dzikir La Ilaha Illallah","Bagaimana La Ilaha Illallah digunakan dalam terapi?","La Ilaha Illallah (Tiada Tuhan selain Allah) adalah kalimat tauhid terkuat untuk spiritual grounding dan ego dissolution. USAGE: (1) Trauma release: Melepaskan attachment kepada selain Allah, (2) Addiction: Shift dependency dari substance ke Allah, (3) Fear: Menguatkan keimanan bahwa hanya Allah yang control segalanya, (4) Identity issues: Core identity adalah abdullah (hamba Allah). METHOD: 100x repetition dengan focus pada makna - negating semua selain Allah, affirming only Allah. NEUROSCIENCE: Repetitive phrase induces deep trance state (theta waves), reduce DMN (default mode network) activity = ego dissolution. SPIRITUAL: Taqarrub kepada Allah, peningkatan iman. Powerful untuk semua kondisi karena address spiritual root.","la ilaha illallah,tauhid,kalimat tauhid,syahadat",10
islamic,"Ayat Kursi","Bagaimana Ayat Kursi digunakan dalam hipnoterapi?","Ayat Kursi (Al-Baqarah 255) digunakan untuk protection, strength, dan peace. USAGE: (1) Awal sesi: Baca untuk barakah dan perlindungan Allah, (2) Saat exposure untuk phobia: Klien visualize Ayat Kursi sebagai shield, (3) Trauma processing: Protection dari emotional overwhelm, (4) Post-session: Sugesti untuk baca sebelum tidur untuk nightmares. BENEFITS: Spiritual - perlindungan dari gangguan setan, psychological - sense of safety dan empowerment. RESEARCH: Quranic recitation aktivasi relaxation response dan positive emotions. Klien Muslim report feeling 'dilindungi' dan lebih berani face fears. Combines psychological technique dengan spiritual practice untuk holistic healing.","ayat kursi,quran,protection,perlindungan",9
islamic,"Ruqyah vs Hipnoterapi","Apa bedanya ruqyah dengan hipnoterapi?","RUQYAH adalah Islamic spiritual healing dengan Quran & doa untuk mengusir jin/sihir. HIPNOTERAPI adalah psychological therapy untuk mental/emotional issues. DIFFERENCES: (1) CAUSE: Ruqyah untuk gangguan spiritual (possession, black magic), Hipnoterapi untuk psychological issues, (2) METHOD: Ruqyah pakai Quran recitation & doa, Hipnoterapi pakai suggestion & subconscious work, (3) PRACTITIONER: Ruqyah by ustadz/healer, Hipnoterapi by certified therapist. COMBINATION: Keduanya bisa complementary - jika symptoms spiritual (hearing voices, unusual behavior), ruqyah dulu. Jika psychological (anxiety, phobia, trauma), hipnoterapi. Banyak kasus mix - butuh both. Albashiro collaborate dengan raqee (ruqyah practitioner) untuk holistic Islamic healing approach.","ruqyah,versus,comparison,spiritual healing",9
islamic,"Perempuan Terapis Laki-laki","Bolehkah perempuan diterapi oleh terapis laki-laki?","HUKUM ISLAM: Perempuan sebaiknya diterapi oleh terapis perempuan untuk menjaga aurat dan khalwat. JIKA TERPAKSA terapis laki-laki: (1) Harus ada mahram atau perempuan lain present dalam ruangan (no khalwat), (2) Jaga aurat - tidak boleh buka jilbab atau touch, (3) Pintu tidak dikunci, (4) Professional boundaries ketat. SOLUSI ALBASHIRO: (1) Kami punya terapis perempuan untuk klien perempuan, (2) Jika terapis laki-laki, bisa request mahram hadir atau staff perempuan present, (3) Online session lebih aman untuk avoid khalwat. PENDAPAT ULAMA: Majority allow dengan syarat darurat dan ada mahram. Prevention of mental illness adalah necessity yang allows rukhsah.","perempuan,mahram,khalwat,aurat,islamic ruling",9
islamic,"Dzikir Allahu Akbar","Kapan menggunakan takbir dalam terapi?","Allahu Akbar (Allah Maha Besar) digunakan untuk empowerment, courage building, dan overcoming fears. USAGE: (1) Phobia treatment: Sebelum exposure, klien ucap Allahu Akbar untuk courage boost, (2) Confidence building: Takbir mengingatkan tidak ada yang lebih besar dari Allah, masalah kita kecil, (3) Anger management: Shift dari ego ke Allah's greatness, (4) Performance anxiety: Allah Maha Besar, Dia yang berikan kemampuan. METHOD: 7x atau 33x repetition dengan full conviction, visualization Allah's power. NEUROSCIENCE: Empowering self-talk aktivasi motor cortex dan reward system, increase dopamine. SPIRITUAL: Meningkatkan tawakkal dan keberanian karena yakin Allah melindungi. Effective untuk social anxiety dan confidence issues.","allahu akbar,takbir,courage,power,confidence",8
pricing,"Paket 5 Sesi","Berapa harga paket 5 sesi?","Paket 5 Sesi Albashiro: Rp 3.375.000 (original Rp 3.750.000) - HEMAT 10%! INCLUDES: (1) 5x sesi individual 60-90 menit, (2) Initial assessment lengkap, (3) Personalized treatment plan, (4) Audio self-hypnosis recording, (5) Progress evaluation setiap 2 sesi, (6) WhatsApp support antar sesi, (7) Homework materials & worksheets. VALIDITY: 3 bulan","paket 5,diskon,hemat",9